Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Emergencia por Derrame en curso de agua en San Carlos de Bariloche, Río Negro","Autoridades confirmaron un derrame en curso de agua en San Carlos de Bariloche, Río Negro. El incidente afectando el normal desarrollo de actividades en la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-41.167214,-71.32374,20/06/2005
Contaminación por derrame afecta a Gualeguaychú,"Autoridades confirmaron un contaminación por derrame en Gualeguaychú, Entre Ríos. El incidente con un saldo inicial de varias personas heridas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-33.020631,-58.501647,16/02/2020
Impacto de Intoxicación alimentaria masiva en comunidad de Clorinda,"Grave intoxicación alimentaria masiva ocurrió en las inmediaciones de Clorinda, Formosa. El incidente interrumpiendo servicios básicos en toda la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-25.331923,-57.705328,07/05/2022
"Situación crítica por Contaminación de fuente hídrica en Tafí Viejo, Tucumán","Grave contaminación de fuente hídrica ocurrió en las inmediaciones de Tafí Viejo, Tucumán. El incidente con un saldo inicial de varias personas heridas. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-26.720596,-65.273162,06/04/2013
Jesús María afectado por Contaminación ambiental severa,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Jesús María, Córdoba. El incidente causando daños en cultivos y producción agrícola. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-30.956047,-64.12589,06/11/2006
Equipos de emergencia atienden Derrame de combustible en Añatuya,"Autoridades confirmaron un derrame de combustible en Añatuya, Santiago del Estero. El incidente provocando pánico entre los residentes locales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-28.4936,-62.853813,12/11/2010
"Declaran emergencia tras Intoxicación en establecimiento educativo en Presidencia Roque Sáenz Peña, Chaco","Autoridades confirmaron un intoxicación en establecimiento educativo en Presidencia Roque Sáenz Peña, Chaco. El incidente causando pérdidas millonarias y afectando a cientos de personas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-26.782472,-60.462722,16/02/2015
Derrame con riesgo ambiental afecta a Añatuya,"Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Añatuya, Santiago del Estero. El incidente con un saldo inicial de varias personas heridas. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-28.447953,-62.824673,02/12/2023
Impacto de Intoxicación colectiva en comunidad de Santa María,"Autoridades confirmaron un intoxicación colectiva en Santa María, Catamarca. El incidente generando caos en el transporte público y privado. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-26.717602,-66.039441,26/02/2018
"Serio incidente: Intoxicación alimentaria masiva en Villa Ángela, Chaco","Un grave intoxicación alimentaria masiva se registró en Villa Ángela, Chaco. El incidente resultando en el cierre temporal de escuelas y comercios. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-27.61709,-60.751066,17/09/2017
"Brote epidémico deja múltiples daños en General Roca, Río Negro","Grave brote epidémico ocurrió en las inmediaciones de General Roca, Río Negro. El incidente dejando un rastro de destrucción importante. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-39.029005,-67.599206,19/03/2016
Contaminación ambiental severa impacta en Guaymallén,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Guaymallén, Mendoza. El incidente destruyendo viviendas y dejando a familias evacuadas. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-32.934902,-68.822651,24/08/2016
"Situación crítica por Intoxicación en establecimiento educativo en Concepción, Tucumán","Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Concepción, Tucumán. El incidente obligando a evacuar a residentes de la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-27.365344,-65.561316,03/09/2005
"Devastador Crisis sanitaria afecta a San Francisco, Córdoba","Grave crisis sanitaria ocurrió en las inmediaciones de San Francisco, Córdoba. El incidente causando daños en cultivos y producción agrícola. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-31.380973,-62.102869,22/07/2011
"Emergencia por Derrame en curso de agua en Curuzú Cuatiá, Corrientes","Un grave derrame en curso de agua se registró en Curuzú Cuatiá, Corrientes. El incidente dejando un rastro de destrucción importante. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-29.831629,-58.006839,11/06/2015
"Polución del aire provoca emergencia en Realicó, La Pampa","Un grave polución del aire se registró en Realicó, La Pampa. El incidente dejando varios heridos y daños materiales. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-35.022021,-64.25263,08/12/2019
Evacuaciones por Polución industrial en Cafayate,"Un grave polución industrial se registró en Cafayate, Salta. El incidente dejando a la población incomunicada por varias horas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-26.040284,-65.964582,22/08/2017
"Envenenamiento masivo causa estragos en Allen, Río Negro","Un grave envenenamiento masivo se registró en Allen, Río Negro. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-38.959618,-67.798894,24/10/2008
"Intoxicación por sustancias químicas genera crisis en Puerto Madryn, Chubut","Un grave intoxicación por sustancias químicas se registró en Puerto Madryn, Chubut. El incidente causando pérdidas millonarias y afectando a cientos de personas. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-42.781488,-65.029798,18/06/2019
"Impacto de Alerta sanitaria en comunidad de Pergamino, Buenos Aires","Grave alerta sanitaria ocurrió en las inmediaciones de Pergamino, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-33.942811,-60.602453,24/07/2007
Autoridades responden a Intoxicación colectiva en Cafayate,"Autoridades confirmaron un intoxicación colectiva en Cafayate, Salta. El incidente dejando varios heridos y daños materiales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-26.086289,-65.930218,17/11/2001
"Vertido de químicos sorprende a habitantes de Chamical, La Rioja","Un grave vertido de químicos se registró en Chamical, La Rioja. El incidente interrumpiendo servicios básicos en toda la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Derrame,-30.399707,-66.33631,31/05/2005
Situación crítica por Derrame con riesgo ambiental en Concepción del Uruguay,"Autoridades confirmaron un derrame con riesgo ambiental en Concepción del Uruguay, Entre Ríos. El incidente interrumpiendo servicios básicos en toda la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-32.450112,-58.268119,25/10/2004
Situación crítica por Casos múltiples de intoxicación en General Roca,"Grave casos múltiples de intoxicación ocurrió en las inmediaciones de General Roca, Río Negro. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-39.04608,-67.570538,09/03/2015
Contaminación por derrame afecta a Chivilcoy,"Grave contaminación por derrame ocurrió en las inmediaciones de Chivilcoy, Buenos Aires. El incidente afectando gravemente la infraestructura local. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-34.929803,-60.046957,01/06/2019
Chepes sufre las consecuencias de Alerta epidemiológica,"Autoridades confirmaron un alerta epidemiológica en Chepes, La Rioja. El incidente destruyendo viviendas y dejando a familias evacuadas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-31.367025,-66.543865,19/02/2015
"Emergencia por Contaminación de fuente hídrica en El Calafate, Santa Cruz","Grave contaminación de fuente hídrica ocurrió en las inmediaciones de El Calafate, Santa Cruz. El incidente dejando un rastro de destrucción importante. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-50.376532,-72.255932,04/07/2014
"Equipos de emergencia atienden Polución del aire en Cutral Có, Neuquén","Autoridades confirmaron un polución del aire en Cutral Có, Neuquén. El incidente generando serios daños ambientales en la región. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-38.943556,-69.222276,23/06/2015
"Crisis ambiental por contaminantes impacta en Villa Dolores, Córdoba","Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Villa Dolores, Córdoba. El incidente generando preocupación entre autoridades provinciales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-31.942904,-65.145844,13/02/2023
Concepción en alerta por Casos de intoxicación por consumo,"Autoridades confirmaron un casos de intoxicación por consumo en Concepción, Tucumán. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-27.344833,-65.586116,11/03/2016
"Situación crítica por Propagación de enfermedad infecciosa en Tres Arroyos, Buenos Aires","Autoridades confirmaron un propagación de enfermedad infecciosa en Tres Arroyos, Buenos Aires. El incidente con un saldo inicial de varias personas heridas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-38.36209,-60.308605,14/08/2003
Alerta epidemiológica deja múltiples daños en Comodoro Rivadavia,"Grave alerta epidemiológica ocurrió en las inmediaciones de Comodoro Rivadavia, Chubut. El incidente resultando en el cierre temporal de escuelas y comercios. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-45.839275,-67.458013,15/03/2013
Polución industrial genera crisis en Oberá,"Autoridades confirmaron un polución industrial en Oberá, Misiones. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-27.487296,-55.141877,25/02/2009
Declaran emergencia tras Envenenamiento masivo en Guaymallén,"Grave envenenamiento masivo ocurrió en las inmediaciones de Guaymallén, Mendoza. El incidente dejando a varios sectores sin comunicación. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Intoxicación masiva,-32.887027,-68.774082,26/02/2004
"Autoridades responden a Envenenamiento masivo en La Paz, Entre Ríos","Grave envenenamiento masivo ocurrió en las inmediaciones de La Paz, Entre Ríos. El incidente afectando el normal desarrollo de actividades en la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-30.79457,-59.657887,19/08/2000
Charata sufre las consecuencias de Emergencia de salud pública,"Grave emergencia de salud pública ocurrió en las inmediaciones de Charata, Chaco. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-27.253831,-61.14317,09/10/2011
Confirman Polución del aire de gran magnitud en San Pedro de Jujuy,"Grave polución del aire ocurrió en las inmediaciones de San Pedro de Jujuy, Jujuy. El incidente bloqueando las principales vías de acceso. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-24.280532,-64.846465,27/11/2008
"Se reporta Derrame de combustible en zona de Merlo, San Luis","Autoridades confirmaron un derrame de combustible en Merlo, San Luis. El incidente obligando a evacuar a residentes de la zona. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-32.369521,-65.060828,26/01/2021
"Serio incidente: Vertido contaminante en San Salvador de Jujuy, Jujuy","Autoridades confirmaron un vertido contaminante en San Salvador de Jujuy, Jujuy. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-24.190486,-65.341161,23/12/2013
Preocupación por Intoxicación por sustancias químicas en Venado Tuerto,"Autoridades confirmaron un intoxicación por sustancias químicas en Venado Tuerto, Santa Fe. El incidente generando serios daños ambientales en la región. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Intoxicación masiva,-33.697264,-61.995652,12/10/2001
Declaran emergencia tras Contaminación por derrame en Plottier,"Un grave contaminación por derrame se registró en Plottier, Neuquén. El incidente generando serios daños ambientales en la región. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-38.911316,-68.237616,08/05/2012
"Fuga de material peligroso impacta en Villa Carlos Paz, Córdoba","Grave fuga de material peligroso ocurrió en las inmediaciones de Villa Carlos Paz, Córdoba. El incidente causando daños en cultivos y producción agrícola. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-31.467611,-64.528387,16/09/2012
Confirman Crisis ambiental por contaminantes de gran magnitud en Termas de Río Hondo,"Autoridades confirmaron un crisis ambiental por contaminantes en Termas de Río Hondo, Santiago del Estero. El incidente provocando pánico entre los residentes locales. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-27.461205,-64.822056,12/04/2008
"Confirman Emisión de sustancias tóxicas de gran magnitud en Villa María, Córdoba","Un grave emisión de sustancias tóxicas se registró en Villa María, Córdoba. El incidente provocando pánico entre los residentes locales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Contaminación,-32.398877,-63.279058,13/02/2012
Alerta por Contaminación por derrame en Concordia,"Un grave contaminación por derrame se registró en Concordia, Entre Ríos. El incidente generando preocupación entre autoridades provinciales. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-31.39872,-58.018679,14/12/2003
"Situación crítica por Intoxicación en establecimiento educativo en Libertador General San Martín, Jujuy","Autoridades confirmaron un intoxicación en establecimiento educativo en Libertador General San Martín, Jujuy. El incidente resultando en el cierre temporal de escuelas y comercios. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-23.768597,-64.822406,23/02/2004
"Impacto de Intoxicación colectiva en comunidad de San Salvador de Jujuy, Jujuy","Grave intoxicación colectiva ocurrió en las inmediaciones de San Salvador de Jujuy, Jujuy. El incidente provocando pánico entre los residentes locales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-24.222035,-65.268114,02/02/2023
Crisis ambiental por contaminantes afecta a Gaiman,"Un grave crisis ambiental por contaminantes se registró en Gaiman, Chubut. El incidente afectando el normal desarrollo de actividades en la zona. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Contaminación,-43.321801,-65.491079,20/05/2006
"Se reporta Vertido industrial tóxico en zona de Santa Fe, Santa Fe","Un grave vertido industrial tóxico se registró en Santa Fe, Santa Fe. El incidente dejando varios heridos y daños materiales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Derrame,-31.67868,-60.676796,24/08/2023
Crisis ambiental por contaminantes deja múltiples daños en Río Cuarto,"Autoridades confirmaron un crisis ambiental por contaminantes en Río Cuarto, Córdoba. El incidente dejando a varios sectores sin comunicación. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-33.145965,-64.34447,01/01/2012
Situación crítica por Vertido contaminante en Neuquén,"Autoridades confirmaron un vertido contaminante en Neuquén, Neuquén. El incidente causando daños en cultivos y producción agrícola. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Contaminación,-38.927947,-68.074034,02/09/2001
"Derrame de combustible sorprende a habitantes de Paraná, Entre Ríos","Un grave derrame de combustible se registró en Paraná, Entre Ríos. El incidente dejando varios heridos y daños materiales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-31.749496,-60.505222,20/10/2010
"Devastador Intoxicación en establecimiento educativo afecta a Córdoba, Córdoba","Autoridades confirmaron un intoxicación en establecimiento educativo en Córdoba, Córdoba. El incidente dejando a varios sectores sin comunicación. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-31.42468,-64.207838,19/06/2017
"Serio incidente: Derrame con riesgo ambiental en Malargüe, Mendoza","Un grave derrame con riesgo ambiental se registró en Malargüe, Mendoza. El incidente destruyendo viviendas y dejando a familias evacuadas. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-35.446081,-69.631904,27/04/2008
Preocupación por Fuga de material peligroso en Tafí Viejo,"Grave fuga de material peligroso ocurrió en las inmediaciones de Tafí Viejo, Tucumán. El incidente afectando gravemente la infraestructura local. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-26.757113,-65.210214,24/05/2006
"Evacuaciones por Vertido de químicos en Alta Gracia, Córdoba","Grave vertido de químicos ocurrió en las inmediaciones de Alta Gracia, Córdoba. El incidente dejando a varios sectores sin comunicación. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-31.631186,-64.422132,09/10/2001
"Envenenamiento masivo causa estragos en Aristóbulo del Valle, Misiones","Grave envenenamiento masivo ocurrió en las inmediaciones de Aristóbulo del Valle, Misiones. El incidente interrumpiendo servicios básicos en toda la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Intoxicación masiva,-27.051398,-54.935228,14/09/2022
Autoridades responden a Alerta epidemiológica en Salta,"Un grave alerta epidemiológica se registró en Salta, Salta. El incidente obligando a evacuar a residentes de la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-24.779828,-65.388356,28/08/2005
Consecuencias graves tras Casos agrupados de enfermedad en La Banda,"Autoridades confirmaron un casos agrupados de enfermedad en La Banda, Santiago del Estero. El incidente dejando un rastro de destrucción importante. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-27.76418,-64.257611,17/05/2008
"Propagación de enfermedad infecciosa provoca emergencia en Tafí Viejo, Tucumán","Autoridades confirmaron un propagación de enfermedad infecciosa en Tafí Viejo, Tucumán. El incidente interrumpiendo servicios básicos en toda la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-26.683829,-65.264049,23/12/2005
Brote de enfermedad contagiosa genera crisis en Chos Malal,"Grave brote de enfermedad contagiosa ocurrió en las inmediaciones de Chos Malal, Neuquén. El incidente provocando cortes de energía y problemas en el suministro de agua. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-37.339493,-70.2602,31/03/2015
Lomas de Zamora en alerta por Derrame con riesgo ambiental,"Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Lomas de Zamora, Buenos Aires. El incidente generando caos en el transporte público y privado. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-34.798064,-58.452327,25/07/2009
Alerta por Alerta epidemiológica en San Juan,"Un grave alerta epidemiológica se registró en San Juan, San Juan. El incidente interrumpiendo servicios básicos en toda la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-31.496064,-68.504337,27/09/2016
Se reporta Vertido de químicos en zona de El Calafate,"Grave vertido de químicos ocurrió en las inmediaciones de El Calafate, Santa Cruz. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-50.379688,-72.228945,29/01/2022
"Declaran emergencia tras Casos agrupados de enfermedad en Eldorado, Misiones","Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Eldorado, Misiones. El incidente con un saldo inicial de varias personas heridas. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Evento sanitario,-26.373648,-54.611943,20/02/2003
Consecuencias graves tras Contaminación ambiental severa en Villaguay,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Villaguay, Entre Ríos. El incidente provocando la activación de protocolos de emergencia. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-31.890965,-59.011377,05/01/2010
Impacto de Emergencia sanitaria por intoxicación en comunidad de La Boca,"Un grave emergencia sanitaria por intoxicación se registró en La Boca, CABA. El incidente dejando a varios sectores sin comunicación. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-34.670176,-58.37023,29/03/2009
Tolhuin afectado por Intoxicación por sustancias químicas,"Un grave intoxicación por sustancias químicas se registró en Tolhuin, Tierra del Fuego. El incidente generando serios daños ambientales en la región. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-54.509254,-67.172513,02/05/2009
"Devastador Polución industrial afecta a San Juan, San Juan","Autoridades confirmaron un polución industrial en San Juan, San Juan. El incidente afectando el normal desarrollo de actividades en la zona. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Contaminación,-31.504731,-68.505736,06/05/2013
Habitantes de San Vicente afrontan Contaminación en río,"Un grave contaminación en río se registró en San Vicente, Misiones. El incidente afectando el normal desarrollo de actividades en la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Contaminación,-27.020155,-54.457327,29/05/2012
Preocupación por Derrame con riesgo ambiental en San Juan,"Un grave derrame con riesgo ambiental se registró en San Juan, San Juan. El incidente obligando a evacuar a residentes de la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-31.488747,-68.50109,03/10/2021
Mar del Plata afectado por Vertido contaminante,"Grave vertido contaminante ocurrió en las inmediaciones de Mar del Plata, Buenos Aires. El incidente generando preocupación entre autoridades provinciales. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-37.967784,-57.572113,25/04/2022
"Derrame de sustancias tóxicas causa estragos en Villa La Angostura, Neuquén","Un grave derrame de sustancias tóxicas se registró en Villa La Angostura, Neuquén. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-40.765,-71.694213,19/08/2011
"Propagación de enfermedad infecciosa causa estragos en Formosa, Formosa","Autoridades confirmaron un propagación de enfermedad infecciosa en Formosa, Formosa. El incidente dejando varios heridos y daños materiales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-26.176202,-58.167216,05/01/2003
San Martín de los Andes en alerta por Emergencia de salud pública,"Grave emergencia de salud pública ocurrió en las inmediaciones de San Martín de los Andes, Neuquén. El incidente generando preocupación entre autoridades provinciales. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-40.131523,-71.35713,03/03/2023
Habitantes de San Miguel de Tucumán afrontan Vertido contaminante,"Un grave vertido contaminante se registró en San Miguel de Tucumán, Tucumán. El incidente afectando el normal desarrollo de actividades en la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-26.852388,-65.201322,02/11/2016
Habitantes de Termas de Río Hondo afrontan Brote epidémico,"Un grave brote epidémico se registró en Termas de Río Hondo, Santiago del Estero. El incidente bloqueando las principales vías de acceso. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-27.504357,-64.903437,20/06/2021
Confirman Crisis ambiental por contaminantes de gran magnitud en Quilmes,"Autoridades confirmaron un crisis ambiental por contaminantes en Quilmes, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-34.768534,-58.308489,24/12/2020
"Consecuencias graves tras Vertido de químicos en Justo Daract, San Luis","Un grave vertido de químicos se registró en Justo Daract, San Luis. El incidente provocando pánico entre los residentes locales. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-33.867636,-65.216943,23/11/2000
"Confirman Brote epidémico de gran magnitud en Clorinda, Formosa","Grave brote epidémico ocurrió en las inmediaciones de Clorinda, Formosa. El incidente generando serios daños ambientales en la región. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-25.329197,-57.681819,20/03/2023
Impacto de Polución del aire en comunidad de Villa Carlos Paz,"Autoridades confirmaron un polución del aire en Villa Carlos Paz, Córdoba. El incidente con un saldo inicial de varias personas heridas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-31.465742,-64.502902,28/01/2002
Luján de Cuyo en alerta por Casos agrupados de enfermedad,"Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Luján de Cuyo, Mendoza. El incidente generando serios daños ambientales en la región. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-33.026077,-68.913109,10/05/2012
Contaminación por derrame afecta a Justo Daract,"Un grave contaminación por derrame se registró en Justo Daract, San Luis. El incidente provocando pánico entre los residentes locales. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-33.902468,-65.186312,22/08/2010
"Se reporta Contaminación en río en zona de Gualeguay, Entre Ríos","Un grave contaminación en río se registró en Gualeguay, Entre Ríos. El incidente causando daños en cultivos y producción agrícola. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-33.180601,-59.307696,27/02/2001
"Tunuyán en alerta por Intoxicación colectiva, Mendoza","Un grave intoxicación colectiva se registró en Tunuyán, Mendoza. El incidente causando daños en cultivos y producción agrícola. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-33.559387,-69.046832,31/08/2019
"Casos múltiples de intoxicación genera crisis en Santo Tomé, Corrientes","Un grave casos múltiples de intoxicación se registró en Santo Tomé, Corrientes. El incidente interrumpiendo servicios básicos en toda la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-28.582238,-55.991562,06/03/2017
"Autoridades responden a Derrame en curso de agua en Esquel, Chubut","Grave derrame en curso de agua ocurrió en las inmediaciones de Esquel, Chubut. El incidente causando daños en cultivos y producción agrícola. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-42.900747,-71.34935,17/03/2007
"Derrame de sustancias tóxicas sorprende a habitantes de Quitilipi, Chaco","Grave derrame de sustancias tóxicas ocurrió en las inmediaciones de Quitilipi, Chaco. El incidente generando preocupación entre autoridades provinciales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-26.867609,-60.236663,25/02/2021
Contaminación por derrame genera crisis en Tilcara,"Autoridades confirmaron un contaminación por derrame en Tilcara, Jujuy. El incidente causando daños en cultivos y producción agrícola. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-23.588109,-65.389627,24/12/2010
"Emergencia por Emisión de sustancias tóxicas en Puerto Madryn, Chubut","Autoridades confirmaron un emisión de sustancias tóxicas en Puerto Madryn, Chubut. El incidente generando caos en el transporte público y privado. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-42.807658,-65.063652,05/03/2007
"Se reporta Brote epidémico en zona de La Toma, San Luis","Autoridades confirmaron un brote epidémico en La Toma, San Luis. El incidente dejando a la población incomunicada por varias horas. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Evento sanitario,-33.065926,-65.61457,10/03/2015
